vintage,state_fips,measure,cut,wage_bill_usd,share_of_bill_scored,share_of_bill_exposed,occupations
2021,28,eloundou_beta,0.4782608695652174,46245226400.0,0.9486977838646715,0.29211662845668657,655
2021,29,eloundou_beta,0.4782608695652174,137415844300.0,0.9491477228437769,0.3812739926696547,700
2021,30,eloundou_beta,0.4782608695652174,22441420200.0,0.9510470910392739,0.3392779728163169,602
2021,31,eloundou_beta,0.4782608695652174,49281858900.0,0.9573841481048516,0.3730264489045592,657
2021,32,eloundou_beta,0.4782608695652174,63241437700.0,0.9549954443872486,0.3342807693254213,628
2021,33,eloundou_beta,0.4782608695652174,36771631000.0,0.9545049551922241,0.41873149504323576,599
2021,34,eloundou_beta,0.4782608695652174,250932146700.0,0.9512052662003548,0.43085918301590015,706
2021,35,eloundou_beta,0.4782608695652174,38108913300.0,0.9493464196996664,0.3660833724052768,611
2021,36,eloundou_beta,0.4782608695652174,605297378300.0,0.9435991784800367,0.41920919771432485,756
2021,37,eloundou_beta,0.4782608695652174,232485185300.0,0.9559238246222995,0.4207869673487957,726
2021,38,eloundou_beta,0.4782608695652174,20597533900.0,0.9455518992980029,0.3006344981686803,542
2021,39,eloundou_beta,0.4782608695652174,275588711400.0,0.947183012591277,0.37821259481100616,757
2021,40,eloundou_beta,0.4782608695652174,74420435700.0,0.9599756710373573,0.35949600838557727,690
2021,41,eloundou_beta,0.4782608695652174,106611502400.0,0.9369875646738846,0.3918605108160426,715
2021,42,eloundou_beta,0.4782608695652174,307937285400.0,0.9470553516154364,0.3829341944249911,758
2021,44,eloundou_beta,0.4782608695652174,26734250600.0,0.9544519605872177,0.40602265950612404,484
2021,45,eloundou_beta,0.4782608695652174,96536728900.0,0.956178428167147,0.34147951251672287,666
2021,46,eloundou_beta,0.4782608695652174,18976706700.0,0.9592198366010474,0.3379145175392611,539
2021,47,eloundou_beta,0.4782608695652174,146100206200.0,0.9429232085505435,0.36961702790625733,733
2021,48,eloundou_beta,0.4782608695652174,652982967800.0,0.9562692915311289,0.4068590590396106,769
2021,49,eloundou_beta,0.4782608695652174,81440716300.0,0.9526730525576186,0.42670301787701237,681
2021,50,eloundou_beta,0.4782608695652174,15240769200.0,0.9338071598118551,0.3576901121431138,525
2021,51,eloundou_beta,0.4782608695652174,227060708900.0,0.9538157849907074,0.45512053899755467,717
2021,53,eloundou_beta,0.4782608695652174,214766859300.0,0.9506039617351707,0.4512606311212813,726
2021,54,eloundou_beta,0.4782608695652174,30041595700.0,0.94002351546193,0.3143682174818309,611
2021,55,eloundou_beta,0.4782608695652174,144633638000.0,0.9457670220533345,0.37639410461831535,704
2021,56,eloundou_beta,0.4782608695652174,13184063200.0,0.9562449382069103,0.2680502323050688,493
2021,66,eloundou_beta,0.4782608695652174,1823538400.0,0.9499333274254055,0.32616839041751666,204
2021,72,eloundou_beta,0.4782608695652174,25296721500.0,0.9452092754391117,0.3850762134659419,536
2021,78,eloundou_beta,0.4782608695652174,1220152400.0,0.96172133907207,0.31622708694200485,162
2022,01,eloundou_beta,0.4782608695652174,99728616000.0,0.9509492731755146,0.35234679740523533,685
2022,02,eloundou_beta,0.4782608695652174,19014277900.0,0.9426699080694513,0.3284538932185691,514
